,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
2014,x,f,w,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e
6674,f,s,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,p
1365,f,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
5146,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,p
3038,f,f,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,y,d,e
2236,x,y,g,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,e
317,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
2763,x,y,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,v,d,e
7744,k,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
7324,k,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,p
4974,f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
5428,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,p
2957,x,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,k,y,d,e
7789,k,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
1152,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,v,g,p
3433,f,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
5744,f,y,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
7511,f,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
3519,f,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d,e
1882,x,f,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,v,d,e
5661,f,y,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,e
3853,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,n,v,d,e
6930,k,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
1603,f,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
5511,x,y,e,f,y,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
3162,x,f,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,s,d,p
5182,f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,p
8100,f,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,b,v,l,e
1402,x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1055,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,g,e
7188,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,y,c,l,e
3207,f,y,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
107,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,m,e
382,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
236,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
828,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
7964,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,v,l,e
4355,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,g,p
2991,x,f,n,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,v,d,e
2185,f,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,y,d,e
1044,x,s,g,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,a,g,e
1316,f,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,e
3953,x,s,p,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
5345,x,f,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
2592,f,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
6993,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
10,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,e
5591,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,p
5844,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,p
3407,x,y,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,y,d,e
1999,x,s,n,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,s,g,e
4520,f,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,p
322,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,g,e
1257,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1264,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1974,f,s,n,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
3506,x,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,p
1093,f,f,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,u,v,d,e
5721,x,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
7234,b,s,g,f,n,f,w,b,w,e,?,k,s,w,w,p,w,t,p,w,n,g,e
6079,x,s,n,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
5192,x,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
1832,f,s,w,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
7747,b,s,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,e
1596,x,f,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
7074,f,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
903,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
3456,f,y,g,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
5852,f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,p
1729,x,s,g,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,e
893,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
4026,x,s,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,n,v,d,p
5541,x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,p
5180,x,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,p
4706,x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,p
5895,x,y,w,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,v,d,e
587,f,f,n,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,e
2634,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,n,v,d,e
3354,f,y,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,v,d,e
2932,x,y,n,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,e
5702,f,f,c,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,e
4697,f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
3759,f,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,y,d,e
138,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,v,g,p
7933,x,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
5719,x,y,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
1342,f,s,w,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,u,p
7746,x,s,w,f,n,f,w,b,p,e,?,k,k,w,w,p,w,t,p,w,n,g,e
7131,k,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
4976,f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,p
2661,x,f,e,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,v,d,e
5333,f,s,w,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,v,u,p
3014,x,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,y,d,e
5828,k,s,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,e
4468,x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,p
5881,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3399,x,f,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,g,p
3127,f,y,g,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,v,d,e
4827,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,p
999,f,y,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
1525,x,s,n,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
2139,x,f,g,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
6864,f,s,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
4304,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,g,p
7752,k,f,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,e
1986,x,s,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,n,a,g,e
4450,x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,p
1082,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,m,e
4095,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,e
525,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,e
7593,k,s,w,f,n,f,w,b,p,e,?,s,k,w,w,p,w,t,p,w,s,g,e
291,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,s,g,e
259,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,m,e
4021,f,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,p
1550,f,f,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,e
2815,x,f,e,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,v,d,e
1059,x,f,n,f,n,f,w,b,h,t,e,s,s,w,w,p,w,o,e,n,s,g,e
4440,f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
5980,f,y,w,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,e
7082,x,y,e,f,f,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
2631,f,f,n,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,e
5765,f,s,w,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,p
7622,b,f,g,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,n,g,e
1497,x,s,w,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,s,g,e
5742,f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,g,p
3155,f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
4569,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,p
5130,f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,p
1449,f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
7367,f,y,y,f,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l,p
4528,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g,p
1395,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,e
4516,x,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,p
6101,f,y,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
3474,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,v,d,e
2929,x,f,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,e
2809,x,f,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
5311,b,y,n,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,p
4086,x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
1310,f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g,e
4102,f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,p
5296,f,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,g,p
6830,f,s,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,p
2819,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,e
7553,k,y,n,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,p
5755,x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,l,p
3543,x,s,p,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,p
3450,f,y,e,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
6289,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,p
2032,x,f,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d,e
2099,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,a,g,e
914,x,s,g,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g,e
7428,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,p
7424,k,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,p,p
6719,x,s,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
2180,x,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,e
6620,f,y,e,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,p
5525,x,y,p,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,e
2459,x,y,e,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,e
5913,k,y,n,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,e
1407,x,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
7808,k,s,n,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,p
2475,x,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,v,d,e
2398,x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,e
7508,k,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,p
1151,f,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,y,p,e
4203,x,s,g,t,f,f,c,b,w,t,b,s,f,w,w,p,w,o,p,h,s,u,p
2133,f,f,n,t,n,f,c,b,n,t,b,s,s,g,w,p,w,o,p,n,y,d,e
4269,x,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,g,p
7205,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,e
7726,k,s,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,d,p
267,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,m,e
7811,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,v,l,e
4290,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,p
3273,f,f,e,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d,e
1653,x,s,g,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,e
6418,x,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,p
7141,b,s,w,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,e
7844,k,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,v,l,e
2347,f,y,g,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,e
1087,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m,e
2222,x,y,e,t,n,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,v,d,e
20,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,s,m,e
381,x,s,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,n,s,g,e
677,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,y,g,e
7921,k,f,g,f,n,f,w,b,w,e,?,s,k,w,w,p,w,t,p,w,n,g,e
5651,f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,p
7711,k,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,p
6892,x,s,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
6372,f,y,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
6641,k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,p
6745,x,s,e,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,p
5317,b,y,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
3970,x,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
1096,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1518,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,s,g,e
6821,f,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
6903,k,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,p
3205,x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,p
3722,x,y,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
3807,f,f,e,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,e
898,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,s,m,e
3484,x,f,w,f,c,f,w,n,p,e,b,s,s,w,w,p,w,o,p,n,s,d,p
5257,k,s,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
4266,x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,p
2529,f,f,n,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,e
4278,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,p
1559,f,s,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,e
1839,x,s,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,s,g,e
5482,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,p
5357,x,s,w,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,p
8102,x,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,n,c,l,e
7612,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,c,l,e
5000,f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,p
7902,k,s,n,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,p
5940,b,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,p
3746,x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,p
7098,x,f,g,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,e
506,x,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,s,g,e
5212,x,y,n,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,p
7650,k,s,w,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,s,g,e
7383,k,s,n,f,f,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,p
7873,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,p
2792,x,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,e
6853,f,s,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
1092,f,f,g,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
305,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,e
3672,f,f,g,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
1694,f,s,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,a,g,e
1240,f,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,p
2190,x,f,n,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,k,v,d,e
3857,f,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,n,v,d,e
747,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,s,m,e
2068,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
1015,f,f,y,t,a,f,w,n,p,t,b,s,s,w,w,p,w,o,p,u,v,d,e
2814,x,f,g,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
4714,f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,p,p
2048,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,e
1609,x,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,s,g,e
5892,f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,p
4662,f,y,e,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
4658,x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,p,p
1126,f,s,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,e
1744,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,g,e
1520,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,n,s,g,e
5536,f,y,e,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,e
803,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,e
1224,f,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,a,g,e
830,s,f,g,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,e
6668,k,y,c,f,m,a,c,b,w,e,c,k,y,c,c,p,w,n,n,w,c,d,p
3556,x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,p
5444,f,s,g,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,g,p
2168,x,y,g,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,k,y,d,e
3398,x,y,n,t,n,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,v,d,e
6237,f,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,p
7517,k,y,n,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,p
3835,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,p
5711,f,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,e
4231,x,y,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,p
6691,x,s,n,f,s,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,p
5887,x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,p
4867,x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,p
6177,f,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,p
7021,f,s,e,f,s,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,p
6878,x,s,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,p
4821,f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,p
4847,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,p
2747,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,k,y,d,e
1543,x,f,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,s,g,e
2818,x,f,e,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,e
2307,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,v,d,e
5735,x,s,w,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,p
4696,f,y,n,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,e
2683,x,f,p,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,p
6804,x,y,e,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,p
2256,f,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,e
1949,x,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,n,a,g,e
4159,f,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,e
4778,f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,p
2684,x,f,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,k,y,d,e
7110,b,f,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,e
3560,x,f,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,k,s,d,p
2534,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,v,d,e
